collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,오디세이,,47.4%,576466,,"47.4% (누적:576,466명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,스파이더맨: 브랜드 뉴 데이,,33.1%,402234,,"33.1% (누적:402,234명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,사랑의 하츄핑: 고래보석의 전설,,10.3%,125195,,"10.3% (누적:125,195명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,호프,,2.8%,34129,,"2.8% (누적:34,129명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,오케이 마담2,,2.4%,28694,,"2.4% (누적:28,694명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,명탐정 코난: 하이웨이의 타천사,,1.3%,15603,,"1.3% (누적:15,603명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,어떻게 해야 했을까?,,0.6%,7631,,"0.6% (누적:7,631명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,미니언즈 & 몬스터즈,,0.3%,3772,,"0.3% (누적:3,772명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,토이 스토리 5,,0.2%,1947,,"0.2% (누적:1,947명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,다윗,,0.1%,1530,,"0.1% (누적:1,530명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,투모로우바이투게더 브이알 콘서트 : 엔드리스 라이드,,0.1%,1418,,"0.1% (누적:1,418명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,청년 조용기,,0.1%,1374,,"0.1% (누적:1,374명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,모아나,,0.1%,1355,,"0.1% (누적:1,355명)"
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,애정만세,,0.1%,721,,0.1% (누적:721명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,마티 슈프림,,0.1%,682,,0.1% (누적:682명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,16,경멸,,0.0%,603,,0.0% (누적:603명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,17,퍼피 구조대: 더 다이노 무비,,0.0%,459,,0.0% (누적:459명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,18,지난 여름,,0.0%,390,,0.0% (누적:390명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,19,빈집의 연인들,,0.0%,389,,0.0% (누적:389명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,20,지느러미,,0.0%,384,,0.0% (누적:384명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,21,시크릿 에이전트,,0.0%,370,,0.0% (누적:370명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,22,눈동자,,0.0%,330,,0.0% (누적:330명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,23,큐어,,0.0%,328,,0.0% (누적:328명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,24,오피셜히게단디즘 라이브 앳 스타디움 2025,,0.0%,313,,0.0% (누적:313명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,25,하류,,0.0%,310,,0.0% (누적:310명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,26,워페어,,0.0%,293,,0.0% (누적:293명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,27,백치들,,0.0%,265,,0.0% (누적:265명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,28,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,,0.0%,252,,0.0% (누적:252명)
2026-08-05 01:50:29 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,29,안티크라이스트,,0.0%,250,,0.0% (누적:250명)
