collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,토이 스토리 5,,35.6%,110183,,"35.6% (누적:110,183명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,눈동자,,15.0%,46471,,"15.0% (누적:46,471명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,슈퍼걸,,7.5%,23075,,"7.5% (누적:23,075명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,군체,,4.9%,15237,,"4.9% (누적:15,237명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,와일드 씽,,4.8%,14714,,"4.8% (누적:14,714명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,마티 슈프림,,3.3%,10150,,"3.3% (누적:10,150명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,정동원 팬콘서트 필름 : 다시 만나는 길,,2.5%,7633,,"2.5% (누적:7,633명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,극장판 도라에몽: 신 진구의 해저비밀성,,2.4%,7500,,"2.4% (누적:7,500명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,앤팀 브이알 콘서트 : 바운드리스,,2.0%,6297,,"2.0% (누적:6,297명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,해피엔드,,2.0%,6203,,"2.0% (누적:6,203명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,짝사랑 세계,,1.8%,5451,,"1.8% (누적:5,451명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,너만 보이는 날,,1.7%,5235,,"1.7% (누적:5,235명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,백룸,,1.6%,5078,,"1.6% (누적:5,078명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,레디 오어 낫: 죽음의 숨바꼭질,,1.3%,4044,,"1.3% (누적:4,044명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,신사: 악귀의 속삭임,,1.3%,3956,,"1.3% (누적:3,956명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,16,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,,1.0%,3113,,"1.0% (누적:3,113명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,17,다윗,,0.7%,2081,,"0.7% (누적:2,081명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,18,싱 스트리트,,0.7%,2068,,"0.7% (누적:2,068명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,19,하나 코리아,,0.5%,1608,,"0.5% (누적:1,608명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,20,비긴 어게인,,0.4%,1342,,"0.4% (누적:1,342명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,21,드림 애니멀즈: 더무비,,0.4%,1335,,"0.4% (누적:1,335명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,22,만달로리안과 그로구,,0.4%,1291,,"0.4% (누적:1,291명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,23,사무라이 타임슬리퍼,,0.4%,1200,,"0.4% (누적:1,200명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,24,볼텍션 퍼스트 라이브 : 다이나믹 볼트,,0.4%,1154,,"0.4% (누적:1,154명)"
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,25,케이온,,0.3%,977,,0.3% (누적:977명)
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,26,와인드업: 더 무비,,0.3%,901,,0.3% (누적:901명)
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,27,마이클,,0.3%,843,,0.3% (누적:843명)
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,28,여름의 카메라,,0.3%,798,,0.3% (누적:798명)
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,29,상자 속의 양,,0.3%,785,,0.3% (누적:785명)
2026-06-26 02:11:35 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,30,피아니스트,,0.2%,763,,0.2% (누적:763명)
