collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,군체,,31.6%,140219,,"31.6% (누적:140,219명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,와일드 씽,,21.8%,96693,,"21.8% (누적:96,693명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,백룸,,9.0%,40022,,"9.0% (누적:40,022명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,디스클로저 데이,,5.8%,25731,,"5.8% (누적:25,731명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,마이클,,3.9%,17320,,"3.9% (누적:17,320명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,만달로리안과 그로구,,3.7%,16517,,"3.7% (누적:16,517명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,이상한 과자 가게 전천당,,3.1%,13707,,"3.1% (누적:13,707명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,상자 속의 양,,2.2%,9607,,"2.2% (누적:9,607명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,,1.8%,7786,,"1.8% (누적:7,786명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,신사: 악귀의 속삭임,,1.6%,7131,,"1.6% (누적:7,131명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,마스터즈 오브 유니버스,,1.6%,6930,,"1.6% (누적:6,930명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,,1.0%,4463,,"1.0% (누적:4,463명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,노트북,,0.8%,3727,,"0.8% (누적:3,727명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,슈퍼 마리오 갤럭시,,0.7%,3109,,"0.7% (누적:3,109명)"
2026-06-06 06:00:49 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,눈동자,,0.7%,3102,,"0.7% (누적:3,102명)"
