collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,오디세이,,65.8%,1120280,,"65.8% (누적:1,120,280명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,스파이더맨: 브랜드 뉴 데이,,18.9%,321175,,"18.9% (누적:321,175명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,사랑의 하츄핑: 고래보석의 전설,,3.9%,66196,,"3.9% (누적:66,196명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,명탐정 코난: 하이웨이의 타천사,,3.2%,54394,,"3.2% (누적:54,394명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,오케이 마담2,,2.7%,45992,,"2.7% (누적:45,992명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,퍼피 구조대: 더 다이노 무비,,1.3%,22594,,"1.3% (누적:22,594명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,호프,,0.7%,12208,,"0.7% (누적:12,208명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,어떻게 해야 했을까?,,0.3%,5077,,"0.3% (누적:5,077명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,경주기행,,0.3%,4532,,"0.3% (누적:4,532명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,마루 밑 아리에티,,0.3%,4522,,"0.3% (누적:4,522명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,에이티즈 : 라이트 더 웨이 인 시네마,,0.2%,3613,,"0.2% (누적:3,613명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,애정만세,,0.2%,2892,,"0.2% (누적:2,892명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,청년 조용기,,0.2%,2889,,"0.2% (누적:2,889명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,다윗,,0.1%,2255,,"0.1% (누적:2,255명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,워페어,,0.1%,2037,,"0.1% (누적:2,037명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,16,터치드 콘서트 [하이라이트 포] : 더 무비,,0.1%,1785,,"0.1% (누적:1,785명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,17,리틀 드리머즈,,0.1%,1645,,"0.1% (누적:1,645명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,18,위커 맨: 파이널 컷,,0.1%,1574,,"0.1% (누적:1,574명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,19,투모로우바이투게더 브이알 콘서트 : 엔드리스 라이드,,0.1%,1521,,"0.1% (누적:1,521명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,20,고스트밴드,,0.1%,1427,,"0.1% (누적:1,427명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,21,보헤미안 랩소디,,0.1%,1409,,"0.1% (누적:1,409명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,22,몽상가들,,0.1%,1056,,"0.1% (누적:1,056명)"
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,23,경멸,,0.0%,711,,0.0% (누적:711명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,24,싱 어게인,,0.0%,659,,0.0% (누적:659명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,25,군체,,0.0%,481,,0.0% (누적:481명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,26,인시디어스: 그들이 넘어왔다,,0.0%,476,,0.0% (누적:476명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,27,오크 스트리트의 마지막 날,,0.0%,415,,0.0% (누적:415명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,28,코렐라인,,0.0%,398,,0.0% (누적:398명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,29,마티 슈프림,,0.0%,390,,0.0% (누적:390명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,30,토이 스토리 5,,0.0%,388,,0.0% (누적:388명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,31,캐리어를 끄는 소녀,,0.0%,384,,0.0% (누적:384명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,32,하류,,0.0%,374,,0.0% (누적:374명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,33,파라노만,,0.0%,367,,0.0% (누적:367명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,34,모모와 다락방의 수상한 요괴들,,0.0%,362,,0.0% (누적:362명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,35,콘크리트 녹색섬,,0.0%,361,,0.0% (누적:361명)
2026-08-15 00:50:10 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,36,기동전사 건담 역습의 샤아,,0.0%,348,,0.0% (누적:348명)
