collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,오디세이,,71.7%,412952,,"71.7% (누적:412,952명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,스파이더맨: 브랜드 뉴 데이,,7.6%,43770,,"7.6% (누적:43,770명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,경주기행,,5.6%,32480,,"5.6% (누적:32,480명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,오크 스트리트의 마지막 날,,3.8%,22172,,"3.8% (누적:22,172명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,명탐정 코난: 하이웨이의 타천사,,0.9%,5240,,"0.9% (누적:5,240명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,극장판 귀멸의 칼날: 무한성편,,0.9%,5130,,"0.9% (누적:5,130명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,인시디어스: 그들이 넘어왔다,,0.9%,5107,,"0.9% (누적:5,107명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,터치드 콘서트 [하이라이트 포] : 더 무비,,0.8%,4504,,"0.8% (누적:4,504명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,고스트밴드,,0.7%,4207,,"0.7% (누적:4,207명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,마루 밑 아리에티,,0.7%,4043,,"0.7% (누적:4,043명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,오케이 마담2,,0.6%,3398,,"0.6% (누적:3,398명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,호프,,0.6%,3339,,"0.6% (누적:3,339명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,어떻게 해야 했을까?,,0.4%,2493,,"0.4% (누적:2,493명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,극장판 기븐 – 바다로,,0.4%,2158,,"0.4% (누적:2,158명)"
2026-08-24 00:20:22 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,사랑의 하츄핑: 고래보석의 전설,,0.4%,2134,,"0.4% (누적:2,134명)"
