collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,토이 스토리 5,,50.4%,238332,,"50.4% (누적:238,332명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,군체,,8.5%,40190,,"8.5% (누적:40,190명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,와일드 씽,,6.6%,31338,,"6.6% (누적:31,338명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,눈동자,,6.0%,28481,,"6.0% (누적:28,481명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,슈퍼걸,,4.1%,19489,,"4.1% (누적:19,489명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,백룸,,2.5%,11974,,"2.5% (누적:11,974명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,신사: 악귀의 속삭임,,2.2%,10585,,"2.2% (누적:10,585명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,극장판 도라에몽: 신 진구의 해저비밀성,,1.4%,6595,,"1.4% (누적:6,595명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,앤팀 브이알 콘서트 : 바운드리스,,1.3%,5994,,"1.3% (누적:5,994명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,짝사랑 세계,,1.3%,5923,,"1.3% (누적:5,923명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,상자 속의 양,,1.2%,5754,,"1.2% (누적:5,754명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,해피엔드,,1.2%,5579,,"1.2% (누적:5,579명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,디스클로저 데이,,0.9%,4295,,"0.9% (누적:4,295명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,비긴 어게인,,0.8%,3696,,"0.8% (누적:3,696명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,너만 보이는 날,,0.7%,3307,,"0.7% (누적:3,307명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,16,싱 스트리트,,0.6%,2924,,"0.6% (누적:2,924명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,17,비포 선라이즈,,0.6%,2885,,"0.6% (누적:2,885명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,18,만달로리안과 그로구,,0.6%,2868,,"0.6% (누적:2,868명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,19,마이클,,0.6%,2738,,"0.6% (누적:2,738명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,20,정동원 팬콘서트 필름 : 다시 만나는 길,,0.6%,2682,,"0.6% (누적:2,682명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,21,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,,0.5%,2388,,"0.5% (누적:2,388명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,22,디어 마이 히어로,,0.4%,2113,,"0.4% (누적:2,113명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,23,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,,0.3%,1544,,"0.3% (누적:1,544명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,24,피아니스트,,0.3%,1403,,"0.3% (누적:1,403명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,25,충충충,,0.3%,1379,,"0.3% (누적:1,379명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,26,마티 슈프림,,0.2%,1175,,"0.2% (누적:1,175명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,27,납치 48시간,,0.2%,1121,,"0.2% (누적:1,121명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,28,이반리 장만옥,,0.2%,1009,,"0.2% (누적:1,009명)"
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,29,다윗,,0.2%,796,,0.2% (누적:796명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,30,유레카,,0.2%,739,,0.2% (누적:739명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,31,쏜애플 '나의 세기' 익스텐디드 플레이 필름,,0.2%,732,,0.2% (누적:732명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,32,어느 파리 택배기사의 48시간,,0.2%,717,,0.2% (누적:717명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,33,MSFF2026 질투는 나의 힘 3,,0.1%,595,,0.1% (누적:595명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,35,여름의 카메라,,0.1%,586,,0.1% (누적:586명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,36,프로젝트 헤일메리,,0.1%,555,,0.1% (누적:555명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,37,카드캡터 체리 극장판,,0.1%,483,,0.1% (누적:483명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,39,태극기 휘날리며,,0.1%,465,,0.1% (누적:465명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,40,노트북,,0.1%,459,,0.1% (누적:459명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,41,하나 코리아,,0.1%,455,,0.1% (누적:455명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,42,케이온,,0.1%,442,,0.1% (누적:442명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,43,방과후 퇴마클럽: 소녀들의 밤,,0.1%,437,,0.1% (누적:437명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,44,와인드업: 더 무비,,0.1%,436,,0.1% (누적:436명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,45,MSFF2026 기담 1,,0.1%,397,,0.1% (누적:397명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,48,MSFF2026 고양이를 부탁해 1,,0.1%,396,,0.1% (누적:396명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,50,MSFF2026 인정사정 볼 것 없다 2,,0.1%,394,,0.1% (누적:394명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,51,MSFF2026 질투는 나의 힘 1,,0.1%,387,,0.1% (누적:387명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,52,MSFF2026 고양이를 부탁해 2,,0.1%,386,,0.1% (누적:386명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,55,신극장판 은혼: 요시와라 대염상,,0.1%,368,,0.1% (누적:368명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,56,고독의 오후,,0.1%,343,,0.1% (누적:343명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,57,왕과 사는 남자,,0.1%,333,,0.1% (누적:333명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,58,뒷자리에 태워줘,,0.1%,330,,0.1% (누적:330명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,59,극장판 전생했더니 슬라임이었던 건에 대하여 창해의 눈물편,,0.1%,294,,0.1% (누적:294명)
2026-06-20 02:18:55 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,60,아가씨,확장판,0.1%,263,,0.1% (누적:263명)
