collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,1,오디세이,,39.6%,,,"1 | 오디세이 | 2026-08-05 | 39.6% | 3,254,399,620 | 113,685,901,140 | 216,911 | 10,192,016"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,2,암살자,들,9.6%,,,"2 | 암살자(들) | 2026-09-23 | 9.6% | 642,246,340 | 8,460,000 | 52,777 | 657"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,3,인턴,,9.4%,,,"3 | 인턴 | 2026-09-16 | 9.4% | 571,960,590 | 124,263,000 | 51,535 | 12,189"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,4,옵세션,,4.7%,,,"4 | 옵세션 | 2026-09-02 | 4.7% | 262,795,760 | 2,576,430,920 | 26,018 | 239,529"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,5,타짜: 벨제붑의 노래,,4.1%,,,"5 | 타짜: 벨제붑의 노래 | 2026-09-23 | 4.1% | 251,289,940 | 0 | 22,659 | 0"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,6,더 드라마,,3.5%,,,"6 | 더 드라마 | 2026-09-09 | 3.5% | 170,976,760 | 60,782,200 | 18,988 | 4,786"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,7,호프,,3.2%,,,"7 | 호프 | 2026-07-15 | 3.2% | 207,742,600 | 48,573,359,290 | 17,426 | 4,541,700"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,8,스파이더맨: 브랜드 뉴 데이,,2.2%,,,"8 | 스파이더맨: 브랜드 뉴 데이 | 2026-07-29 | 2.2% | 109,901,740 | 91,519,484,900 | 11,827 | 8,819,175"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,9,이누야샤 극장판: 시대를 초월한 마음,,1.8%,,,"9 | 이누야샤 극장판: 시대를 초월한 마음 | 2026-09-09 | 1.8% | 112,518,600 | 3,307,000 | 9,789 | 234"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,10,연옥: 살인마들의 자치구역,,1.4%,,,"10 | 연옥: 살인마들의 자치구역 | 2026-09-09 | 1.4% | 60,358,050 | 10,340,000 | 7,621 | 1,054"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,11,오아시스: 돈 룩 백 인 앵거,,1.4%,,,"11 | 오아시스: 돈 룩 백 인 앵거 | 2026-09-09 | 1.4% | 84,119,000 | 1,344,000 | 7,517 | 192"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,12,네 얼굴로는 울 수 없어,,1.3%,,,"12 | 네 얼굴로는 울 수 없어 | 2026-09-09 | 1.3% | 58,599,350 | 2,952,000 | 7,141 | 328"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,13,싱 어게인,,1.3%,,,"13 | 싱 어게인 | 2026-09-02 | 1.3% | 57,553,400 | 642,581,950 | 7,095 | 67,282"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,14,딥 워터,,1.2%,,,"14 | 딥 워터 | 2026-09-09 | 1.2% | 39,340,050 | 1,876,000 | 6,476 | 268"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,15,아이유 콘서트 : 더 골든 아워,,1.1%,,,"15 | 아이유 콘서트 : 더 골든 아워 | 2023-09-13 | 1.1% | 109,494,000 | 2,050,388,000 | 6,083 | 87,628"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,16,부활남: 더 레드,,0.9%,,,"16 | 부활남: 더 레드 | 2026-09-30 | 0.9% | 64,250,150 | 0 | 5,119 | 0"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,17,아가미,,0.9%,,,"17 | 아가미 | 2026-09-09 | 0.9% | 43,938,600 | 21,250,900 | 5,062 | 1,923"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,18,포가튼 아일랜드,,0.9%,,,"18 | 포가튼 아일랜드 | 2026-09-23 | 0.9% | 49,618,000 | 22,850,000 | 4,976 | 2,316"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,19,아버지의 집밥,,0.9%,,,"19 | 아버지의 집밥 | 2026-09-09 | 0.9% | 28,115,350 | 1,617,000 | 4,856 | 231"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,20,비광,,0.8%,,,"20 | 비광 | 2026-09-02 | 0.8% | 42,832,020 | 746,858,440 | 4,334 | 82,425"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,21,아이유 콘서트 : 더 위닝,,0.8%,,,"21 | 아이유 콘서트 : 더 위닝 | 2025-01-24 | 0.8% | 75,834,000 | 2,076,626,500 | 4,213 | 75,872"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,22,경주기행,,0.7%,,,"22 | 경주기행 | 2026-08-26 | 0.7% | 39,982,600 | 2,962,169,230 | 3,748 | 308,321"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,23,카를로비바리,,0.6%,,,"23 | 카를로비바리 | 2026-09-09 | 0.6% | 25,897,700 | 3,990,000 | 3,219 | 399"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,24,아비정전 4K 리마스터링,,0.5%,,,"24 | 아비정전 4K 리마스터링 | 1990-12-22 | 0.5% | 29,864,190 | 272,112,660 | 2,555 | 35,616"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,25,내 이름은,,0.4%,,,"25 | 내 이름은 | 2026-04-15 | 0.4% | 19,854,000 | 1,986,081,300 | 2,206 | 222,176"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,26,극장판 기븐 – 바다로,,0.4%,,,"26 | 극장판 기븐 – 바다로 | 2026-08-26 | 0.4% | 23,031,060 | 124,265,680 | 1,934 | 9,699"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,27,마루 밑 아리에티,,0.3%,,,"27 | 마루 밑 아리에티 | 2010-09-09 | 0.3% | 25,295,900 | 7,972,385,450 | 1,862 | 1,098,175"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,28,명탐정 코난: 하이웨이의 타천사,,0.3%,,,"28 | 명탐정 코난: 하이웨이의 타천사 | 2026-08-12 | 0.3% | 16,036,850 | 4,228,315,030 | 1,674 | 422,329"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,29,사탄탱고,,0.3%,,,"29 | 사탄탱고 |  | 0.3% | 55,692,000 | 19,275,000 | 1,547 | 1,595"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,30,모모와 다락방의 수상한 요괴들,,0.3%,,,"30 | 모모와 다락방의 수상한 요괴들 | 2012-07-05 | 0.3% | 9,282,850 | 2,074,694,200 | 1,468 | 311,188"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,31,리틀 드래곤: 몬스터 섬의 비밀,,0.2%,,,"31 | 리틀 드래곤: 몬스터 섬의 비밀 | 2026-09-09 | 0.2% | 10,803,350 | 3,137,000 | 1,325 | 423"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,32,가족여행,,0.2%,,,"32 | 가족여행 | 2026-09-30 | 0.2% | 9,009,000 | 1,209,000 | 1,001 | 93"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,33,"올공, 2030 나라를 살리다",,0.2%,,,"33 | 올공, 2030 나라를 살리다 | 2026-09-09 | 0.2% | 9,817,500 | 3,990,000 | 997 | 399"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,34,햄넷,,0.2%,,,"34 | 햄넷 | 2026-02-25 | 0.2% | 8,750,000 | 646,890,790 | 875 | 67,396"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,36,파묘,,0.1%,,,"36 | 파묘 | 2024-02-22 | 0.1% | 7,266,000 | 115,158,254,914 | 809 | 11,914,882"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,37,시간을 달리는 소녀,,0.1%,,,"37 | 시간을 달리는 소녀 | 2007-06-14 | 0.1% | 8,764,000 | 788,416,750 | 733 | 111,665"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,38,투모로우바이투게더 브이알 콘서트 : 엔드리스 라이드,,0.1%,,,"38 | 투모로우바이투게더 브이알 콘서트 : 엔드리스 라이드 | 2026-07-31 | 0.1% | 15,264,000 | 461,711,000 | 649 | 13,107"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,39,위커 맨: 파이널 컷,,0.1%,,,"39 | 위커 맨: 파이널 컷 | 2026-08-19 | 0.1% | 6,862,300 | 202,091,360 | 640 | 19,318"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,40,어떻게 해야 했을까?,,0.1%,,,"40 | 어떻게 해야 했을까? | 2026-07-29 | 0.1% | 5,507,150 | 990,267,360 | 603 | 99,009"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,41,철들 무렵,,0.1%,,,"41 | 철들 무렵 | 2026-09-16 | 0.1% | 6,468,000 | 16,050,000 | 572 | 1,757"
2026-09-09 03:20:06 KST,https://www.kobis.or.kr/kobis/business/stat/boxs/findRealTicketList.do,42,"청년 조용기: 신을 저주하던 청년, 시대를 긋는 종이 되다",,0.1%,,,"42 | 청년 조용기: 신을 저주하던 청년, 시대를 긋는 종이 되다 | 2026-09-11 | 0.1% | 5,964,800 | 144,211,000 | 560 | 14,533"
