collected_at,source,rank,movie_name_ko,movie_name_en,reservation_rate,reservation_audience,reservation_sales,raw_text
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,1,호프,,39.4%,248658,,"39.4% (누적:248,658명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,2,모아나,,16.8%,105724,,"16.8% (누적:105,724명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,3,스파이더맨: 브랜드 뉴 데이,,15.5%,98018,,"15.5% (누적:98,018명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,4,토이 스토리 5,,6.5%,41270,,"6.5% (누적:41,270명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,5,눈동자,,6.3%,39909,,"6.3% (누적:39,909명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,6,미니언즈 & 몬스터즈,,2.4%,15128,,"2.4% (누적:15,128명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,7,다윗,,2.0%,12833,,"2.0% (누적:12,833명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,8,마티 슈프림,,1.1%,6818,,"1.1% (누적:6,818명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,9,블리치 천년혈전 편 : 화진담,,0.8%,5299,,"0.8% (누적:5,299명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,10,군체,,0.7%,4724,,"0.7% (누적:4,724명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,11,드림 애니멀즈: 더무비,,0.7%,4627,,"0.7% (누적:4,627명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,12,하나 코리아,,0.6%,3526,,"0.6% (누적:3,526명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,13,그린랜드 2: 마이그레이션,,0.5%,3444,,"0.5% (누적:3,444명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,14,앤팀 브이알 콘서트 : 바운드리스,,0.5%,3090,,"0.5% (누적:3,090명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,15,시크릿 에이전트,,0.5%,2987,,"0.5% (누적:2,987명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,16,극장판 도라에몽: 신 진구의 해저비밀성,,0.5%,2846,,"0.5% (누적:2,846명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,17,와일드 씽,,0.4%,2215,,"0.4% (누적:2,215명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,18,짝사랑 세계,,0.3%,1618,,"0.3% (누적:1,618명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,19,극장판 암살교실 모두의 시간,,0.2%,1530,,"0.2% (누적:1,530명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,20,회로,,0.2%,1386,,"0.2% (누적:1,386명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,21,백룸,,0.2%,1251,,"0.2% (누적:1,251명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,22,날씨의 아이,,0.2%,1167,,"0.2% (누적:1,167명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,23,호컴,,0.2%,1110,,"0.2% (누적:1,110명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,24,해피엔드,,0.2%,1036,,"0.2% (누적:1,036명)"
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,26,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,,0.2%,984,,0.2% (누적:984명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,27,오디세이,,0.1%,904,,0.1% (누적:904명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,28,싱 스트리트,,0.1%,801,,0.1% (누적:801명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,29,훌라 걸스,,0.1%,759,,0.1% (누적:759명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,30,지느러미,,0.1%,650,,0.1% (누적:650명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,31,경멸,,0.1%,565,,0.1% (누적:565명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,32,와인드업: 더 무비,,0.1%,492,,0.1% (누적:492명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,34,퍼시픽션,,0.1%,474,,0.1% (누적:474명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,35,2001 스페이스 오디세이,,0.1%,469,,0.1% (누적:469명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,36,마이클,,0.1%,442,,0.1% (누적:442명)
2026-07-10 02:22:09 KST,https://kobis.or.kr/kobis/mobile/main/findRealTicketList.do,37,시계태엽 오렌지,,0.1%,429,,0.1% (누적:429명)
